0	0
0.0001	0.001
0.001	0.009
0.01	0.075
0.064	0.321
0.103	0.425
0.217	0.596
0.306	0.672
0.316	0.679
0.383	0.722
0.443	0.757
0.444	0.757
0.532	0.802
0.632	0.847
0.676	0.867
0.689	0.872
0.696	0.875
0.768	0.906
0.77	0.906
0.827	0.93
0.896	0.958
0.914	0.966
0.933	0.973
0.937	0.975
0.972	0.989
0.977	0.991
0.977	0.991
1	1
