0	0
0.0238	0.0825
0.0366	0.1189
0.0476	0.1518
0.0776	0.2443
0.0907	0.2718
0.117	0.3265
0.141	0.3795
0.1657	0.4297
0.2203	0.5369
0.2661	0.6113
0.3085	0.6739
0.3924	0.7621
0.4617	0.8215
0.4924	0.8463
0.5332	0.8702
0.5559	0.882
0.6068	0.9074
0.6568	0.9266
0.6986	0.9439
0.7426	0.9571
0.7974	0.971
0.8415	0.9769
0.8644	0.9811
0.9197	0.9898
0.9482	0.9938
0.9809	0.9968
1	1
