0	0
0.0478	0.0564
0.1085	0.1265
0.1376	0.1594
0.1602	0.1847
0.2286	0.2599
0.2835	0.3188
0.3044	0.341
0.3555	0.3943
0.4273	0.4677
0.4878	0.5282
0.5137	0.5537
0.5235	0.5633
0.5901	0.6278
0.6039	0.641
0.6777	0.7108
0.6979	0.7296
0.7589	0.7858
0.8315	0.8516
0.8792	0.8942
0.9558	0.9616
1	1
